Unnamed: 0,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,sharpness_diff_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,sharpness_diff_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off,sharpness_deriv_p_norm,sharpness_deriv_q_norm,sharpness_deriv_r_norm,sharpness_deriv_s_norm,sharpness_deriv_t_norm
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.795931419355824,247.23258767041435,317.0663734628185,631.0,,,,,,,,,,,,,,,
1,1,1811.7931240310363,3116.489652793872,13.494374294033465,1912.3777089115708,-4383.254389986328,20.383723206912453,1945.819319816591,55955.09986729686,10.578864614643331,1970.87669549928,-7771.484169786073,6.158056525913454,2207.8292460724356,9287.16995320573,34.021850858079354,0.9930220798815362,106.0,66.0,80.0,271.0,351.0,40.0,,,41.0,20.0,21.0,0.4878048780487805,54.84798350894745,2724.7281902854993,21.0,13.0,8.0,0.6190476190476191,561.4019799569994,626.8635721535097,26.0,13.0,13.0,0.5,2448.2082125731245,53201.83586611456,12.0,3.0,9.0,0.25,1481.7613349449732,21671.652393432654,86.0,43.0,43.0,0.5,57.02498854031752,9618.633805916585,0.0,0.0,0.0,0.0,1793.0,1833.0,1899.0,1920.0,1933.0,1959.0,1968.0,1979.0,2166.0,2250.0,0.017599283045838868,-0.12807880401364305,0.04375308449773651,-0.1906664547688015,0.0061401900501060315
2,2,2764.945252602016,3541.5864922493543,16.84900678308572,2862.577590415181,-4164.8966141811425,8.072931370943657,2896.1380723766733,54265.93761351372,10.344581400919418,2921.3013563994245,-5441.276972681345,5.125775548109052,3159.185047395395,9821.662209299338,37.98260724552436,0.995735554943044,107.0,61.0,76.0,276.0,352.0,46.0,951.0,950.0,47.0,21.0,26.0,0.4468085106382978,43.556281066938965,3331.176594989309,17.0,11.0,6.0,0.6470588235294118,603.5284911756337,2639.5638388528137,26.0,13.0,13.0,0.5,2357.1143382227724,52910.90153134597,9.0,2.0,7.0,0.2222222222222222,1405.8317709959224,19148.85443218665,92.0,46.0,46.0,0.5,58.04932799608699,10340.311657818993,0.0,0.0,0.0,0.0,2745.0,2791.0,2852.0,2869.0,2883.0,2909.0,2919.0,2928.0,3114.0,3204.0,0.012298522473546942,-0.14490839679445272,0.04343635145513059,-0.25836431007906563,0.00591033643379883
3,3,3788.4927278267214,3525.919051454866,15.161418036989748,3882.9072739226617,-4293.722645798038,9.086856685094936,3916.8819669715735,52788.39125613297,10.298402534428584,3942.301356399425,-5783.783499835324,5.602934737573048,4182.195412967786,10050.99599051208,37.76920951986627,0.994266804079319,105.0,62.0,77.0,278.0,355.0,43.0,1026.0,1020.0,44.0,21.0,23.0,0.4772727272727273,48.82188074230787,3178.8260026319376,18.0,11.0,7.0,0.6111111111111112,537.917431037311,1306.1638924191686,26.0,13.0,13.0,0.5,2322.5451789869435,50755.51973508633,11.0,3.0,8.0,0.2727272727272727,1350.5271641419945,19206.812754589875,92.0,46.0,46.0,0.5,59.89694895094217,10541.132722741326,0.0,0.0,0.0,0.0,3767.0,3810.0,3872.0,3890.0,3904.0,3930.0,3940.0,3949.0,4137.0,4227.0,0.013846568803717423,-0.12527996692188134,0.04399727144018827,-0.23350237161893192,0.005959304829838115
4,4,4730.945252602015,3030.9981867283727,14.440478941521324,4826.03340067777,-4075.6121799247694,12.251906776790344,4860.551630585309,53309.856373310606,10.51866844769398,4885.301356399425,-7598.499509211402,6.043060700276834,5124.118314054769,10239.806605400485,36.57710507866719,0.993856860432969,103.0,60.0,80.0,274.0,354.0,43.0,940.0,944.0,43.0,20.0,23.0,0.4651162790697674,46.04865611921055,2727.723430610483,20.0,12.0,8.0,0.6,494.72605113326887,814.1169947394098,25.0,13.0,12.0,0.52,2371.6954961324727,50262.64593747427,12.0,3.0,9.0,0.25,1515.3017336292971,21586.134995596614,91.0,46.0,45.0,0.5054945054945055,61.56592244373133,10673.894637229909,0.0,0.0,0.0,0.0,4711.0,4754.0,4814.0,4834.0,4848.0,4873.0,4883.0,4894.0,5080.0,5168.0,0.015192571318861453,-0.1213869301819588,0.0444888742435227,-0.19942117937789539,0.006012410665183989
5,5,5679.369913502159,3392.475041186277,15.117586011141077,5773.929929187766,-4461.0161167804035,9.073295828556576,5808.183779590911,54648.46647971621,10.334376165924274,5833.301356399425,-6204.614811080119,5.39358423713993,6072.145676817496,9818.229096022424,36.91901455619069,0.9951380129035126,105.0,61.0,77.0,277.0,354.0,44.0,948.0,948.0,44.0,21.0,23.0,0.4772727272727273,48.4729312775436,3064.00512713395,19.0,11.0,8.0,0.5789473684210527,545.477404184068,1108.8276423775922,26.0,13.0,13.0,0.5,2393.371118832631,53341.414675396445,10.0,2.0,8.0,0.2,1453.8339022182918,20138.287813195748,89.0,44.0,45.0,0.4943820224719101,55.25019138158453,10236.565629002613,0.0,0.0,0.0,0.0,5658.0,5702.0,5763.0,5782.0,5795.0,5821.0,5831.0,5840.0,6029.0,6117.0,0.014288367840310961,-0.12227649259822645,0.04379575993630078,-0.23431493275328785,0.005627307210010772
6,6,6671.945252602015,3130.78505717124,15.745122552680233,6767.040515950824,-4271.715049928961,8.533041966141948,6800.943875466175,53449.64815405461,10.327693923741684,6826.301356399425,-5417.723029730553,5.265893152644556,7065.172649432511,10004.889638434728,37.825453243059016,0.9944300045215548,104.0,59.0,77.0,277.0,354.0,45.0,993.0,993.0,45.0,20.0,25.0,0.4444444444444444,42.81989677012972,2893.563185532351,18.0,11.0,7.0,0.6111111111111112,543.1294835298153,1496.0826513756008,26.0,13.0,13.0,0.5,2330.2670297684945,51589.53827718019,9.0,2.0,7.0,0.2222222222222222,1361.9620734973148,18864.61309377109,93.0,47.0,46.0,0.5053763440860215,55.50313730495272,10475.031969115376,0.0,0.0,0.0,0.0,6652.0,6697.0,6756.0,6774.0,6788.0,6814.0,6824.0,6833.0,7020.0,7110.0,0.013677047765399394,-0.1271455322233742,0.043597425057918256,-0.2513901257084106,0.005547601154112903
7,7,7706.4000553963,2530.737932947144,12.85147195886357,7801.965231440378,-4240.4700619849045,20.383723206912453,7832.986675128798,52829.35611859417,10.564572032379573,7858.301356399425,-6568.652756667307,6.06327826120636,8099.022026395908,9949.250937204464,35.23467391450429,0.9909339641788748,100.0,60.0,80.0,277.0,357.0,40.0,1038.0,1032.0,41.0,20.0,21.0,0.4878048780487805,38.14347464297134,2166.5320519594347,22.0,17.0,5.0,0.7727272727272727,718.6250802820286,3982.381236662839,25.0,12.0,13.0,0.48,2296.1652530317474,50697.68059969184,12.0,3.0,9.0,0.25,1382.3099979550466,20022.11284429249,90.0,45.0,45.0,0.5,55.20180592767453,10089.123610670187,0.0,0.0,0.0,0.0,7686.0,7726.0,7786.0,7807.0,7821.0,7846.0,7856.0,7866.0,8057.0,8143.0,0.0150720760717218,-0.16946825936218268,0.043463812958030236,-0.2104404128459943,0.005548337887554086
8,8,8654.715232171844,3303.992891585638,14.967292639982189,8748.360615751311,-4084.270561454476,8.95067505794269,8782.257977933155,53210.52786964017,10.386396113114548,8807.301356399426,-7131.3086185999755,5.8472957404127355,9045.466098995834,10409.09707856416,37.0144868138271,0.9946177507528996,104.0,61.0,78.0,275.0,353.0,43.0,946.0,949.0,43.0,22.0,21.0,0.5116279069767442,45.39908864151207,2911.9672603025865,19.0,11.0,8.0,0.5789473684210527,513.4600599128097,1331.4777184034083,26.0,13.0,13.0,0.5,2337.568843015286,52022.325293506365,12.0,3.0,9.0,0.25,1472.2004366417789,20915.316393005036,91.0,45.0,46.0,0.4945054945054945,58.56784456985806,10816.18673524823,0.0,0.0,0.0,0.0,8633.0,8676.0,8737.0,8756.0,8769.0,8795.0,8805.0,8815.0,9001.0,9090.0,0.013740673824429549,-0.12571646569123426,0.04393057044542139,-0.20644183492521495,0.005626601820293231
9,9,9645.515234036597,3086.8272255960396,14.444386521263876,9741.537988954837,-4040.754991999161,17.835757806045805,9773.360693939369,53744.227051859314,10.604006332282,9798.301356399426,-6462.549478732552,5.64627407839285,10038.860248075138,9941.880821104682,36.51459336104315,0.9934555063057272,102.0,60.0,79.0,277.0,356.0,42.0,991.0,991.0,44.0,22.0,22.0,0.5,46.85014487641976,2660.204920180125,20.0,15.0,5.0,0.75,712.8744751992834,4106.099005936807,25.0,12.0,13.0,0.48,2327.0222441063856,53022.112008191834,11.0,2.0,9.0,0.1818181818181818,1448.2943450096125,20226.98672653014,91.0,46.0,45.0,0.5054945054945055,62.31519117704999,10401.62427386746,0.0,0.0,0.0,0.0,9625.0,9667.0,9727.0,9747.0,9761.0,9786.0,9796.0,9806.0,9995.0,10083.0,0.015177443197318374,-0.17642110858262883,0.04329808747385978,-0.22410572635084175,0.006267947916330574
