Unnamed: 0,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,sharpness_diff_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,sharpness_diff_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off,sharpness_deriv_p_norm,sharpness_deriv_q_norm,sharpness_deriv_r_norm,sharpness_deriv_s_norm,sharpness_deriv_t_norm
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.45904321517876,368.38043621955336,530.2164665327629,348.0,,,,,,,,,,,,,,,
1,1,2205.806117291239,2299.962605727282,10.43276233139809,2351.5602252726508,-5686.5083859778215,20.383723206912453,2383.4852866426313,41469.96466928425,10.537949397627806,2417.381906894371,-16409.249950859314,11.916683857347884,2635.8973389184,16518.483337102294,38.93096374610813,0.9398895152803416,146.0,118.0,94.0,252.0,346.0,28.0,,,29.0,14.0,15.0,0.4827586206896552,86.31512897038824,2274.8751955228045,24.0,15.0,9.0,0.625,558.922415537328,500.42701035411574,25.0,12.0,13.0,0.48,1866.4297486411224,39670.4585754144,25.0,10.0,15.0,0.4,886.0073478496325,20924.97889239945,97.0,48.0,49.0,0.4948453608247423,90.08479970076338,17216.510930161843,,,,,2192.0,2220.0,2338.0,2361.0,2371.0,2396.0,2407.0,2432.0,2590.0,2684.0,0.03752892710318398,-0.0982892097575301,0.0450067841515076,-0.053994384295623116,0.0054535757225618415
2,2,3283.1330543302893,3085.9540776550193,13.54029594224144,3433.9726263010075,-5515.057061785558,12.81781806650294,3461.41532820926,41766.94372581151,10.724874462594403,3494.05974388144,-15684.30255405552,10.784412875839385,3712.338324173596,17408.495101375236,41.73387309808216,0.9403358747927094,153.0,118.0,88.0,255.0,343.0,35.0,1076.0,1079.0,36.0,16.0,20.0,0.4444444444444444,94.40846444661156,3087.607775391797,19.0,15.0,4.0,0.7894736842105263,876.038070280449,6244.577737214792,25.0,12.0,13.0,0.48,1903.3508489664712,41371.24298091443,23.0,9.0,14.0,0.391304347826087,969.8108194983336,20673.94732295262,101.0,49.0,52.0,0.4851485148514851,97.16063430529223,18351.181621694723,,,,,3267.0,3302.0,3420.0,3438.0,3449.0,3474.0,3485.0,3508.0,3665.0,3763.0,0.03059295831075732,-0.15884478808943137,0.045570747562030056,-0.06183321293094844,0.005581219613728514
3,3,4408.996567884013,2704.040679569513,11.005870425941472,4563.397287201151,-5924.522448180106,20.38372320691183,4590.578195954827,44237.88223925183,10.61830239269078,4622.827069943656,-16064.911117002885,10.800242227625196,4843.431771271612,17281.08583684934,39.34062500613622,0.9384067880034004,152.0,124.0,89.0,257.0,346.0,28.0,1126.0,1129.0,30.0,15.0,15.0,0.5,100.46528900969471,2675.8931685950256,22.0,17.0,5.0,0.7727272727272727,883.1063448650765,5087.219582328302,25.0,13.0,12.0,0.52,1973.0451872624212,39833.21593010567,23.0,10.0,13.0,0.4347826086956521,1007.7134304986738,21137.51200962491,99.0,48.0,51.0,0.4848484848484848,97.27553096890746,18060.302013972538,,,,,4395.0,4423.0,4547.0,4568.0,4578.0,4603.0,4613.0,4636.0,4797.0,4893.0,0.03715376390923561,-0.1490594984809871,0.044600805630604035,-0.06272760696647263,0.005629017290191447
4,4,5554.550011885243,2805.465548550383,11.040433582575425,5707.972626301007,-6218.999105182245,17.835757806047848,5735.099374406176,43929.92891675133,10.60091303298748,5767.436846100742,-16501.192432227213,10.686190549070384,5988.40187739485,17115.581890015863,39.681227077423465,0.9365014568344074,152.0,122.0,89.0,257.0,346.0,30.0,1146.0,1144.0,30.0,15.0,15.0,0.5,96.51753872902806,2685.178582405021,23.0,18.0,5.0,0.782608695652174,926.6132073632256,5712.419067859352,24.0,12.0,12.0,0.5,1984.3471150396267,41617.06569391688,23.0,9.0,14.0,0.391304347826087,1058.3143971463492,22428.24362056113,99.0,48.0,51.0,0.4848484848484848,97.817984628795,17893.11534471259,,,,,5540.0,5570.0,5692.0,5712.0,5723.0,5747.0,5758.0,5781.0,5942.0,6038.0,0.03440339475168384,-0.14899716042587716,0.04517073357437091,-0.06413563150014762,0.005715142217037667
5,5,6684.076442940531,2384.305983484907,9.624668497862162,6836.7285504270085,-5929.9995014126025,20.383723206912453,6866.5994177178245,44174.715068645826,10.541096253383778,6899.103749186502,-16694.80515371068,11.018722187930246,7120.795648376396,17464.420688754595,38.57582508744009,0.9374116657872764,150.0,124.0,92.0,257.0,349.0,26.0,1130.0,1132.0,26.0,13.0,13.0,0.5,99.12421814809632,2404.1400889031615,23.0,16.0,7.0,0.6956521739130435,721.2626788152364,2012.399532171522,25.0,13.0,12.0,0.52,1996.5971057506747,39933.46046080538,24.0,10.0,14.0,0.4166666666666667,1019.9693752534066,21973.03595479136,96.0,47.0,49.0,0.4895833333333333,87.91221983118503,18047.583951141653,,,,,6671.0,6697.0,6821.0,6844.0,6854.0,6879.0,6889.0,6913.0,7075.0,7170.0,0.04157361464287237,-0.12162946702498412,0.0451977359140413,-0.061095015237521505,0.005033789634247189
6,6,7814.67718470744,3130.4852334191046,12.210748501234663,7966.972626301007,-5595.938682603312,17.835757805809504,7993.436566338652,43873.78197892702,10.530688873338104,8026.963447637667,-16619.984102155715,10.984474860478445,8246.359262784139,17601.312054637267,42.40599673807589,0.9406800226387304,152.0,120.0,90.0,258.0,348.0,32.0,1131.0,1127.0,32.0,16.0,16.0,0.5,98.55200743748972,3023.7050603546263,21.0,17.0,4.0,0.8095238095238095,966.19236434374,7222.028601472402,25.0,12.0,13.0,0.48,1972.1947942291663,42505.55431341612,24.0,10.0,14.0,0.4166666666666667,944.179000510319,20798.426643678493,105.0,51.0,54.0,0.4857142857142857,102.51194553992995,18577.470910713047,,,,,7799.0,7831.0,7951.0,7971.0,7981.0,8006.0,8017.0,8041.0,8197.0,8299.0,0.03148138390349523,-0.1726595695816762,0.04495155660791744,-0.056809861833011815,0.005824108181351288
7,7,8848.50344380815,2633.230113800253,9.659797126043776,8996.204666171445,-6243.722983996589,17.8357578060484,9025.742161187449,41699.281609785474,10.524244323798593,9060.282872596525,-16790.139365948773,12.276050959723742,9277.9713170087,16847.622437581205,40.33962143793281,0.9390835410144164,146.0,119.0,94.0,253.0,347.0,27.0,1033.0,1032.0,27.0,14.0,13.0,0.5185185185185185,105.17985903457442,2505.1220734978724,22.0,15.0,7.0,0.6818181818181818,682.10155213226,1143.1693553334874,24.0,12.0,12.0,0.5,1918.8977920987184,38451.034456985624,26.0,11.0,15.0,0.4230769230769231,841.9356349816882,20692.87193831828,100.0,49.0,51.0,0.49,91.32636566063684,17589.995579212627,,,,,8835.0,8862.0,8981.0,9003.0,9014.0,9038.0,9049.0,9075.0,9232.0,9328.0,0.03994328428926397,-0.10924596652999631,0.04601752639422966,-0.050144648393400174,0.005420727227179509
8,8,9845.661162497505,2139.896359215293,8.470206921982925,9987.602712856924,-5782.486852610018,20.383723206912453,10021.394877115184,40868.39357470168,10.446417605700873,10055.757430735752,-16585.44152469274,12.594950246165046,10273.688604108036,16325.31601100556,38.644170847129374,0.931052993552454,141.0,117.0,96.0,251.0,347.0,24.0,998.0,995.0,25.0,13.0,12.0,0.52,98.47896802513282,2095.303244431103,27.0,16.0,11.0,0.5925925925925926,435.20827670610527,2455.003782172525,24.0,12.0,12.0,0.5,1868.051484184875,38655.17225403078,27.0,12.0,15.0,0.4444444444444444,807.1188459417048,19829.284008478626,97.0,48.0,49.0,0.4948453608247423,85.53627540594104,16920.21930099448,,,,,9834.0,9858.0,9975.0,9999.0,10009.0,10033.0,10044.0,10071.0,10228.0,10322.0,0.04602043813993186,-0.07526316752621184,0.04570895307569013,-0.048664296620626595,0.005239486656691825
9,9,10851.549428351664,1875.5824224960977,8.218426026716697,10994.27991667842,-6086.416260114734,20.383723206912453,11027.488073978251,40802.0793859669,10.609145542298164,11061.81396753205,-16757.68222929023,12.90289380798175,11281.22040830057,15996.476595956712,37.74828983006568,0.9363465424721966,139.0,117.0,98.0,251.0,349.0,22.0,1006.0,1006.0,23.0,12.0,11.0,0.5217391304347826,92.41699231627088,1904.1280978164127,29.0,18.0,11.0,0.6206896551724138,439.36379479454246,2617.1736455328155,24.0,12.0,12.0,0.5,1844.4801382447629,38583.12791554704,27.0,12.0,15.0,0.4444444444444444,821.6707337066321,20338.77100870811,94.0,46.0,48.0,0.4893617021276595,94.70695682671004,16743.17522381599,,,,,10840.0,10862.0,10979.0,11005.0,11015.0,11039.0,11050.0,11077.0,11237.0,11328.0,0.049273756891621306,-0.07218760203336144,0.0452055426096528,-0.04903248089228351,0.005920488568754464
10,10,11915.50448108699,1849.4214468431496,7.060847835846877,12062.581515559066,-6202.981733581967,17.8357578060484,12094.020274604494,41244.86705532962,10.562585302567657,12127.13331047878,-16036.149073670213,11.806440859191264,12347.634436741197,16578.868866163702,38.662351145037945,0.9302566800435932,142.0,122.0,94.0,255.0,349.0,20.0,1064.0,1067.0,20.0,11.0,9.0,0.55,107.44315528133,1888.663733650823,24.0,16.0,8.0,0.6666666666666666,597.7027276877129,187.47290248898776,24.0,12.0,12.0,0.5,1890.622966491227,38677.22074757687,24.0,10.0,14.0,0.4166666666666667,912.267799567222,20767.03917623152,97.0,48.0,49.0,0.4948453608247423,88.89307102517529,17240.91547800786,,,,,11905.0,11925.0,12047.0,12071.0,12082.0,12106.0,12117.0,12141.0,12302.0,12396.0,0.05809554953779137,-0.09635732513153221,0.045838988011646965,-0.05688820896938882,0.005361829672626204
11,11,13008.249937446655,2585.8994693893383,11.282892056035832,13159.972626301009,-6146.929205462049,17.83575780604729,13187.051322579526,43372.53586809884,10.737798960827147,13219.473742389351,-15821.480051585362,11.042487242842393,13440.353301869278,17332.0800588558,40.68841419434879,0.9414852153654129,149.0,120.0,90.0,258.0,348.0,29.0,1092.0,1093.0,31.0,15.0,16.0,0.4838709677419355,93.03438624526204,2603.1613237071697,23.0,19.0,4.0,0.8260869565217391,914.9313170494848,6159.196681595946,24.0,12.0,12.0,0.5,1940.748663179635,40899.44402263712,23.0,9.0,14.0,0.391304347826087,1018.4474820368014,21855.477704926256,102.0,50.0,52.0,0.4901960784313725,99.03930496321875,18194.083127648813,,,,,12994.0,13023.0,13143.0,13164.0,13175.0,13199.0,13210.0,13233.0,13393.0,13491.0,0.035977572734964894,-0.1488436398838779,0.04474602704996747,-0.06437118896058967,0.005714219218172533
12,12,14128.432549213096,2689.626304451096,10.551494417407936,14284.397287200998,-6020.946104623976,20.383723206296633,14311.39894921478,44548.63634715564,10.612034338552824,14343.87709007433,-15834.104146282798,10.57182131856475,14566.378333537155,17260.344064636494,39.821197842527965,0.9365289670743788,152.0,125.0,90.0,259.0,349.0,27.0,1120.0,1125.0,28.0,14.0,14.0,0.5,103.3492714605656,2743.5824375532393,24.0,19.0,5.0,0.7916666666666666,894.7148595684515,5472.7538744243575,25.0,12.0,13.0,0.48,1971.4408434008624,42494.58783675339,23.0,10.0,13.0,0.4347826086956521,992.7521914681804,20728.991084681016,99.0,48.0,51.0,0.4848484848484848,92.97742113555752,18015.525083070203,,,,,14115.0,14142.0,14267.0,14289.0,14299.0,14324.0,14334.0,14357.0,14520.0,14616.0,0.03842514154830045,-0.1486003767549633,0.044253674299656445,-0.06269708613109243,0.005386765222487796
13,13,15259.407601377265,2358.0861040227373,9.333917070647594,15412.903017066456,-6818.677091953214,17.8357578060484,15440.597122140274,43441.29323956965,10.655000754705505,15472.958813062029,-17107.110219964026,11.598043504334663,15695.400903021804,16826.82526668985,39.47453388624343,0.934876266548436,150.0,124.0,91.0,258.0,349.0,26.0,1131.0,1129.0,26.0,13.0,13.0,0.5,100.99763272336462,2413.680414272682,23.0,18.0,5.0,0.782608695652174,888.4614039832865,4327.229739552673,24.0,12.0,12.0,0.5,1994.2032508598168,39218.636602297614,24.0,10.0,14.0,0.4166666666666667,1015.4687258912844,22385.589003917405,99.0,48.0,51.0,0.4848484848484848,89.19172392891147,17415.0729144066,,,,,15246.0,15272.0,15396.0,15418.0,15429.0,15453.0,15463.0,15487.0,15648.0,15745.0,0.04283034133107752,-0.13029820770245423,0.04590570634861635,-0.059359454217243,0.005300567547074621
14,14,16340.57686122844,2459.4173285207403,10.815641524482224,16492.397287201147,-5632.913748240641,20.3837232069044,16519.552977977048,44821.546134953474,10.55202522925387,16552.480118612406,-16524.942441865984,10.770105711578925,16774.312447387343,17142.12325054867,40.39908399262912,0.9381282419664938,150.0,121.0,90.0,259.0,349.0,29.0,1081.0,1079.0,30.0,15.0,15.0,0.5,87.37613271938713,2365.669748592629,22.0,17.0,5.0,0.7727272727272727,892.0398026520963,5369.71556047039,25.0,13.0,12.0,0.52,1997.7063952939784,40530.072972424074,23.0,9.0,14.0,0.391304347826087,1023.76790932603,22054.81061856904,101.0,49.0,52.0,0.4851485148514851,99.5327434679492,17939.739302834707,,,,,16326.0,16355.0,16476.0,16497.0,16507.0,16532.0,16543.0,16566.0,16727.0,16825.0,0.03552716804347355,-0.15836205603728834,0.044570224982401804,-0.0619528880616438,0.005806325273315454
15,15,17398.782903736617,2574.9269473407053,10.22468595506801,17547.972626248065,-6502.400488803878,17.835757805865548,17574.922136748202,43921.708120891955,10.710531769847966,17607.872266319046,-16921.30814999589,11.298612560412444,17829.600831825155,17430.20436002371,40.17125318901852,0.9384543502539736,146.0,118.0,91.0,258.0,349.0,28.0,1058.0,1055.0,28.0,14.0,14.0,0.5,95.49395434050072,2498.098070484749,24.0,19.0,5.0,0.7916666666666666,941.4882796929452,6086.722498342122,24.0,12.0,12.0,0.5,1978.552465288911,40979.97598148651,24.0,10.0,14.0,0.4166666666666667,987.156519022222,21652.63529960772,100.0,49.0,51.0,0.49,92.01141218923992,18180.660434310543,,,,,17385.0,17413.0,17531.0,17552.0,17563.0,17587.0,17598.0,17622.0,17783.0,17880.0,0.03708608294271166,-0.14479087858615314,0.04504725681075654,-0.058338073526689,0.005278848732276985
16,16,18438.151373234577,2426.7488127215584,10.033114647325464,18585.88407875892,-6412.19951424675,20.383723206912453,18613.278419733895,44232.230762955776,10.590176486076569,18646.60679602885,-17016.400208989795,11.23956776965625,18866.86167396943,17359.46795169091,40.952772703180074,0.9347051775091992,144.0,116.0,92.0,258.0,350.0,28.0,1041.0,1038.0,28.0,14.0,14.0,0.5,95.49274511917142,2428.561492830443,24.0,19.0,5.0,0.7916666666666666,908.011587976319,5132.975169253954,25.0,12.0,13.0,0.48,1974.1665942481677,41670.73533078396,24.0,11.0,13.0,0.4583333333333333,949.166046101048,20876.590073290987,102.0,50.0,52.0,0.4901960784313725,97.56002245410964,18129.162454716345,,,,,18424.0,18452.0,18568.0,18591.0,18601.0,18626.0,18636.0,18660.0,18820.0,18918.0,0.03935007390075856,-0.14160688324792156,0.044631856910583856,-0.05577948534611932,0.005619989202757032
17,17,19427.69233317132,2667.576615355382,10.183016298200798,19576.397286903742,-6573.5904704639515,20.38372320654165,19603.11880670873,43399.057828239485,10.517356460468218,19637.797035361193,-16922.09302912606,11.953353767068394,19856.56097938132,16516.279182799604,40.23406873021326,0.9400872211775364,145.0,117.0,93.0,255.0,348.0,28.0,989.0,990.0,28.0,14.0,14.0,0.5,99.33975401710704,2573.389814309551,23.0,18.0,5.0,0.782608695652174,906.7147985531244,4643.960652278167,24.0,12.0,12.0,0.5,1949.7989967281217,40371.71622536096,25.0,11.0,14.0,0.44,838.5747823504369,20056.3807891944,100.0,50.0,50.0,0.5,87.28214334243378,17238.451650248262,,,,,19414.0,19442.0,19559.0,19581.0,19591.0,19615.0,19627.0,19652.0,19809.0,19907.0,0.03723970042520137,-0.13793296108528802,0.044927219490451704,-0.049555027318848456,0.005284612979497901
18,18,20411.710651971414,1899.272552128436,8.564542843643386,20552.76815735524,-6501.166472446277,20.383723206912453,20586.28515227321,41058.53192812132,10.482363302374823,20620.784551399694,-17282.57423634514,13.146937166053778,20840.198091113492,15784.333725662736,38.338106545647335,0.9359898475586902,138.0,113.0,99.0,253.0,352.0,25.0,983.0,983.0,26.0,13.0,13.0,0.5,82.34790234435825,1830.922134757175,34.0,23.0,11.0,0.6764705882352942,452.27818101453863,3062.6990665679195,24.0,12.0,12.0,0.5,1890.3389315687407,38185.64291048399,27.0,12.0,15.0,0.4444444444444444,816.3911326840949,20632.06059327651,98.0,48.0,50.0,0.4897959183673469,80.42883951784012,16228.897896637847,,,,,20399.0,20424.0,20537.0,20564.0,20574.0,20598.0,20609.0,20636.0,20794.0,20889.0,0.04335760144170692,-0.06956877399331603,0.046040100383473094,-0.047237820102472336,0.005095485239714365
19,19,21394.876876970746,1583.1823587906358,7.573660138733645,21536.602712798853,-6706.76508019666,20.383723206912453,21570.59058386895,40607.029161338585,10.565014068832538,21604.646913003387,-17147.240879416924,13.180020933566816,21823.15454344103,15907.715603307584,37.904738280872095,0.9304773140639396,133.0,112.0,103.0,252.0,355.0,21.0,984.0,984.0,21.0,11.0,10.0,0.5238095238095238,86.04322173730367,1672.8150302538115,67.0,56.0,11.0,0.835820895522388,437.31131455827614,3313.792284012713,24.0,13.0,11.0,0.5416666666666666,1864.1941724733329,35782.69186168912,27.0,12.0,15.0,0.4444444444444444,829.1346719165888,20646.36498754059,96.0,47.0,49.0,0.4895833333333333,89.1857639407716,16460.7307034106,,,,,21384.0,21405.0,21517.0,21548.0,21558.0,21582.0,21593.0,21620.0,21778.0,21872.0,0.054348269647869575,-0.06520450758735283,0.045908164447750525,-0.048353824253548526,0.005606446969810536
20,20,22454.915285122745,2251.1682172290116,9.087628200754864,22605.41777204273,-5915.08161339072,17.8357578060484,22636.16394538435,41949.370041968694,10.568647131896872,22669.002414905663,-16154.506263278394,11.26657550015998,22890.08265518619,16983.23623273609,39.56626011212498,0.9337253673744528,148.0,123.0,93.0,256.0,349.0,25.0,1060.0,1066.0,25.0,13.0,12.0,0.52,101.33942274626916,2264.493688857617,23.0,15.0,8.0,0.6521739130434783,583.4114471519165,12.413232512654986,24.0,12.0,12.0,0.5,1911.0007178403976,39921.29779921237,24.0,10.0,14.0,0.4166666666666667,957.420042086628,20917.4085980592,98.0,48.0,50.0,0.4897959183673469,95.95800942510262,17797.118663413763,,,,,22442.0,22467.0,22590.0,22613.0,22624.0,22648.0,22659.0,22683.0,22844.0,22939.0,0.045016370598465985,-0.09863117456083345,0.045554932432322975,-0.059266437889407164,0.005650160435273135
21,21,23626.84939145631,2275.484020315612,10.378802785728062,23785.39728701516,-6061.1334755252265,20.38372320690972,23812.35979852586,44665.197861947614,10.666739362251876,23844.54714242573,-16224.22911930664,10.82829221672038,24066.73620645031,17020.504995980875,39.2914052036152,0.9342944539887692,155.0,128.0,90.0,259.0,349.0,27.0,1171.0,1177.0,28.0,14.0,14.0,0.5,88.33298002358511,2270.76484866013,23.0,18.0,5.0,0.782608695652174,907.8383951239654,5572.640316920724,25.0,12.0,13.0,0.48,1975.6437285839352,42218.62353878959,23.0,10.0,13.0,0.4347826086956521,1006.819951832586,20976.878930307135,98.0,48.0,50.0,0.4897959183673469,82.72386465591372,17539.515238629716,,,,,23613.0,23640.0,23768.0,23790.0,23800.0,23825.0,23835.0,23858.0,24020.0,24117.0,0.03881942445428962,-0.14978030079519025,0.04423228426504026,-0.062056566412420924,0.004860247370771176
22,22,24835.437320644753,2742.8896264044606,12.102044667049844,24993.972626301005,-5507.621540582515,17.835757804359744,25020.699581511828,44866.283668157965,10.616499722110804,25052.89628733932,-15994.14506825241,10.479170621313228,25275.64509786561,17664.25541070032,41.163940988032586,0.9336658435283628,158.0,126.0,88.0,261.0,349.0,32.0,1208.0,1208.0,32.0,15.0,17.0,0.46875,91.33161346079068,2805.4790181785884,22.0,18.0,4.0,0.8181818181818182,962.3528707980006,7453.27230357288,25.0,13.0,12.0,0.52,2011.2118618013656,41547.008756170515,22.0,9.0,13.0,0.4090909090909091,1032.5018344205682,21278.095943769473,102.0,50.0,52.0,0.4901960784313725,96.78808140336048,18520.13799809527,,,,,24820.0,24852.0,24978.0,24998.0,25008.0,25033.0,25044.0,25066.0,25228.0,25327.0,0.03329758973222465,-0.17473111827074034,0.04482679859728926,-0.06455498746663449,0.00547931849676098
23,23,25977.01644904809,2496.8224803074204,10.255807980914776,26131.665326726135,-6310.176586342895,17.835757806048385,26159.961891627085,42298.89829267565,10.598071214841651,26194.03053583126,-17081.447225422264,12.164833721715508,26414.97374334508,17001.14319117942,39.450936734441456,0.9345092737427542,152.0,123.0,94.0,256.0,350.0,29.0,1142.0,1139.0,29.0,14.0,15.0,0.4827586206896552,88.30042266267091,2434.0856231878643,23.0,18.0,5.0,0.782608695652174,825.7294115013777,3948.955825239644,24.0,12.0,12.0,0.5,1937.2286197931016,39406.114895991486,26.0,11.0,15.0,0.4230769230769231,878.173880048685,21059.337834203907,99.0,48.0,51.0,0.4848484848484848,92.03801259321077,17637.833041064143,,,,,25963.0,25992.0,26115.0,26137.0,26148.0,26172.0,26183.0,26209.0,26369.0,26465.0,0.03536511840913854,-0.13085678351514007,0.04579855972581078,-0.05141097639207652,0.005413636692440904
24,24,27064.947991639063,2457.250339686494,9.198910443737676,27212.941227507083,-6056.524487887654,20.383723206912453,27243.652467180174,41133.37525988895,10.531538894941333,27278.080020892703,-16787.697721219232,12.488185055375965,27498.511155722157,16273.045264280212,39.24125094308291,0.9346461304922392,146.0,120.0,95.0,255.0,350.0,26.0,1089.0,1084.0,26.0,13.0,13.0,0.5,103.04551879640418,2405.438903979758,23.0,15.0,8.0,0.6521739130434783,616.2675154819811,153.4491241436524,25.0,13.0,12.0,0.52,1870.6105130408373,36932.35040831282,26.0,11.0,15.0,0.4230769230769231,824.2299468073913,20462.830019921108,97.0,48.0,49.0,0.4948453608247423,88.0639883146836,16979.8228722215,,,,,27052.0,27078.0,27198.0,27221.0,27231.0,27256.0,27267.0,27293.0,27452.0,27548.0,0.04193529537147247,-0.10175266635418459,0.04547670842039933,-0.04909725922486591,0.0054116477207856424
25,25,28124.43457535728,2640.6030053236345,10.792162388746323,28270.972626224717,-6322.986046245717,17.83575778542929,28298.150681191742,41413.52295727797,10.760157122881225,28332.450722000485,-16497.65697679829,12.077282850105965,28553.017952778777,16590.60010035087,40.098598964056734,0.9434364902849546,144.0,114.0,93.0,256.0,349.0,30.0,1058.0,1054.0,30.0,14.0,16.0,0.4666666666666667,91.54534466734786,2686.591933217507,24.0,19.0,5.0,0.7916666666666666,881.4436491953112,5224.5175161809075,25.0,12.0,13.0,0.48,1853.059992742384,39142.1408960621,25.0,10.0,15.0,0.4,874.5048867673579,20998.728942055153,99.0,48.0,51.0,0.4848484848484848,88.46669742128658,17344.28190373094,,,,,28110.0,28140.0,28254.0,28275.0,28286.0,28311.0,28322.0,28347.0,28507.0,28603.0,0.034668348283625465,-0.13940306727683982,0.04474528753938643,-0.053007823353172515,0.0053323386065712965
26,26,29170.706169838548,2802.556656427284,11.350790073117542,29316.97262630071,-5830.578564351877,17.835757786079917,29344.129189780677,41637.72837397021,10.879779764236917,29378.223169528905,-15962.459762356935,11.931788227242444,29597.023336973936,16438.200776002745,41.1339391029127,0.9393587857681378,144.0,114.0,93.0,255.0,348.0,30.0,1047.0,1046.0,31.0,15.0,16.0,0.4838709677419355,98.55848300658074,2753.399748735458,23.0,19.0,4.0,0.8260869565217391,881.950486721755,6144.36137294578,25.0,12.0,13.0,0.48,1833.135652810048,39403.454221626336,25.0,10.0,15.0,0.4,869.5206485150272,20439.04675077338,102.0,50.0,52.0,0.4901960784313725,91.04718627285904,17234.67322267912,,,,,29156.0,29186.0,29300.0,29321.0,29332.0,29357.0,29368.0,29393.0,29549.0,29648.0,0.0351673472079682,-0.1512629453471385,0.04402583244565357,-0.05447284826149114,0.005538756188315572
