Unnamed: 0,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,sharpness_diff_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,sharpness_diff_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off,sharpness_deriv_p_norm,sharpness_deriv_q_norm,sharpness_deriv_r_norm,sharpness_deriv_s_norm,sharpness_deriv_t_norm
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.48077937107884,555.2644739031649,839.4066375980977,461.0,,,,,,,,,,,,,,,
1,1,2005.2514740001368,1467.283739848151,6.539544979089809,2058.397287201152,-792.4460113137308,20.383723206912453,2131.7916123114915,40906.16865264485,8.509485042196964,2164.2739827004316,-2472.902694980145,3.086561612468381,2411.6848338958243,8365.855681996773,40.34236943310174,0.9749334496242144,49.0,32.0,124.0,283.0,407.0,17.0,,,18.0,8.0,10.0,0.4444444444444444,104.74080735840074,1255.8955971446849,37.0,13.0,24.0,0.3513513513513513,68.94708040684885,880.2505989040307,20.0,11.0,9.0,0.55,2190.0605509265006,40812.017181408155,10.0,4.0,6.0,0.4,406.4758725222643,5021.13143833776,93.0,51.0,42.0,0.5483870967741935,88.78981205673124,9295.154314206007,0.0,0.0,0.0,0.0,1997.0,2014.0,2046.0,2063.0,2121.0,2141.0,2160.0,2170.0,2364.0,2453.0,0.07138415325807423,-0.0870053977463363,0.053538637889151204,-0.16437196390597483,0.010613356891609535
2,2,2991.780840318925,1839.751305939598,7.385203112428536,3041.018103559417,-621.3506081636598,4.532433581167609,3119.2629476970947,41210.30117190139,8.561380900951349,3151.822898132767,-2082.3793507498685,3.4663453859455653,3395.4108511953923,8875.093391469534,40.38308982841234,0.977723370130591,51.0,34.0,122.0,284.0,406.0,17.0,989.0,988.0,17.0,8.0,9.0,0.4705882352941176,119.28862313588264,1651.2069576183774,14.0,6.0,8.0,0.4285714285714285,74.04791500313175,570.5287043923761,21.0,11.0,10.0,0.5238095238095238,2208.8329451474856,41004.040233457396,11.0,6.0,5.0,0.5454545454545454,359.2830279168502,4416.701570265068,94.0,47.0,47.0,0.5,110.1504502000038,10307.088735484904,0.0,0.0,0.0,0.0,2984.0,3001.0,3035.0,3049.0,3109.0,3129.0,3146.0,3157.0,3358.0,3441.0,0.06483953714328772,-0.11917251553349731,0.053599048838146916,-0.17253485912039596,0.012411187729683726
3,3,3992.578444726207,1784.5968799256343,8.203786000804794,4082.301356399425,-654.8242934741941,10.191861603456228,4120.000887441871,40767.873894258046,8.574373989635685,4152.698643600575,-2669.632911842378,3.5706481373387935,4395.677281131108,8524.560467826172,39.08672673278544,0.9833887316937184,92.0,74.0,82.0,283.0,365.0,18.0,1002.0,1000.0,18.0,9.0,9.0,0.5,114.99768874590713,1915.4919504814152,12.0,6.0,6.0,0.5,107.44704386652792,113.8598780221298,21.0,11.0,10.0,0.5238095238095238,2179.86672982333,40564.884174085426,11.0,6.0,5.0,0.5454545454545454,385.8468844415762,4794.965281437285,94.0,47.0,47.0,0.5,87.74497149677154,9393.256425465546,0.0,0.0,0.0,0.0,3984.0,4002.0,4076.0,4088.0,4109.0,4130.0,4147.0,4158.0,4357.0,4441.0,0.06443902824188462,-0.16408530492426254,0.05347020880896007,-0.14453181286834452,0.010293195975082006
4,4,5031.832729252418,1546.3174416650736,4.640518443438069,5132.2606644167045,1465.5047392485517,211.04721491031952,5159.398134560024,40241.30688709247,8.512145719300259,5192.273982700431,-3104.455718858753,3.83621652947072,5438.754101780611,8078.383650456672,40.21864142353285,0.9863944436252308,-126.0,-145.0,301.0,287.0,588.0,19.0,1039.0,1040.0,20.0,10.0,10.0,0.5,127.4529217346233,2769.7819671564994,104.0,48.0,56.0,0.4615384615384615,556.2502929163412,8698.353061434136,21.0,11.0,10.0,0.5238095238095238,2182.8631192520816,41785.42326884824,9.0,4.0,5.0,0.4444444444444444,410.6816588688976,4248.298195520791,103.0,54.0,49.0,0.5242718446601942,89.20519703269996,9114.166976678118,0.0,0.0,0.0,0.0,5022.0,5041.0,4896.0,5199.0,5148.0,5169.0,5188.0,5197.0,5391.0,5484.0,0.08242351686687442,0.37956226139641325,0.05424433966264257,-0.1322878134077141,0.011042456126437766
5,5,6907.986072119963,1575.2516276497863,4.904350787396205,6962.397287201151,-897.9246534676431,20.383723206912453,7036.254064421421,41345.3195094229,8.461684296661417,7068.273982700431,-2501.617697077039,3.3154301930498553,7310.03190273017,8763.864040200646,41.14947778347955,0.9779644119425568,49.0,36.0,123.0,284.0,407.0,13.0,1876.0,1877.0,15.0,7.0,8.0,0.4666666666666667,139.22565303949165,1340.6774175476917,33.0,11.0,22.0,0.3333333333333333,69.02336072376013,1232.989834960494,20.0,10.0,10.0,0.5,2241.1198480120725,41262.490819024126,10.0,4.0,6.0,0.4,388.4337770838867,4953.819062463122,92.0,43.0,49.0,0.4673913043478261,96.17014043414795,10081.80908531154,0.0,0.0,0.0,0.0,6902.0,6915.0,6951.0,6970.0,7026.0,7046.0,7064.0,7074.0,7268.0,7358.0,0.08838311962083852,-0.07686988040388781,0.054204922699927494,-0.15527303693835542,0.01097348612358735
6,6,7882.333748868497,1537.267387715731,5.513495039792243,7948.602712798849,-837.3179785275637,20.383723206912453,8011.768781559759,40957.531815537135,8.448986514818495,8044.802194222568,-2899.507670176883,4.002666689926719,8288.835512095537,8788.29130723342,38.869479713504795,0.9836552472088984,51.0,36.0,126.0,281.0,407.0,15.0,974.0,975.0,17.0,8.0,9.0,0.4705882352941176,134.97421218469432,1187.019907700732,38.0,26.0,12.0,0.6842105263157895,71.29463186184769,243.9882745352387,21.0,11.0,10.0,0.5238095238095238,2199.291708775234,40398.68548287294,13.0,6.0,7.0,0.4615384615384615,371.906378297264,5116.723429972675,95.0,49.0,46.0,0.5157894736842106,84.4323745171808,9764.539307374922,0.0,0.0,0.0,0.0,7875.0,7890.0,7926.0,7960.0,8001.0,8021.0,8039.0,8052.0,8250.0,8333.0,0.08780138918139434,-0.0851464242858136,0.053696880922422634,-0.12826535419186388,0.00960737093997859
7,7,8923.159676955329,1507.2898015876713,5.321079198773981,8976.150678199714,-799.3043212078928,5.095930801728113,9052.472314918785,40056.17672985331,8.489486304383734,9085.698643600574,-2644.8378047059728,3.741161364513363,9334.10949479597,7034.186527183439,34.37715732643887,0.9814216194438546,51.0,36.0,125.0,282.0,407.0,15.0,1041.0,1041.0,17.0,8.0,9.0,0.4705882352941176,124.94409607311952,1011.0179394109116,12.0,9.0,3.0,0.75,89.59858572299039,935.6381233890417,20.0,10.0,10.0,0.5,2181.0966461173916,40360.656674136415,13.0,6.0,7.0,0.4615384615384615,379.7592978694676,4957.25357872014,84.0,42.0,42.0,0.5,87.52517918316958,7131.485401141042,0.0,0.0,0.0,0.0,8916.0,8931.0,8967.0,8979.0,9042.0,9062.0,9080.0,9092.0,9298.0,9374.0,0.08289321399342871,-0.11209571041426473,0.05445094425329542,-0.1435850989401921,0.012442828867976518
8,8,10976.287155305086,1474.351135406907,4.68583181784863,11029.39728720115,-930.0000312815008,20.38372320691245,11103.677127242998,40740.97971562016,8.490920695705123,11135.27398270043,-2672.730611687841,3.4327463862570826,11384.10949479597,7500.011540381051,34.40806877408213,0.9808717239678968,49.0,35.0,124.0,282.0,406.0,14.0,2053.0,2051.0,15.0,7.0,8.0,0.4666666666666667,132.40853433287717,1468.5365637666876,23.0,15.0,8.0,0.6521739130434783,74.69695986460813,1076.6814029975144,20.0,11.0,9.0,0.55,2170.9648589173216,39950.43273021074,11.0,4.0,7.0,0.3636363636363636,406.2091420771054,5454.606541344812,83.0,42.0,41.0,0.5060240963855421,77.08481846516042,7986.493102644488,0.0,0.0,0.0,0.0,10969.0,10983.0,11018.0,11035.0,11093.0,11113.0,11131.0,11142.0,11346.0,11424.0,0.08980800513056456,-0.08031930898075226,0.053287006696232445,-0.15198282247404746,0.01027795998047811
9,9,12018.027373698991,1620.2136437753502,9.113098176866885,12070.670304998688,-836.306849626568,4.868618328844205,12147.80568419636,40891.26941091166,8.584179605697816,12180.357246073268,-2288.966188350091,3.386332873280234,12429.10949479597,7837.407605607473,36.8706153232382,0.9741599423810772,52.0,36.0,122.0,283.0,405.0,16.0,1044.0,1044.0,18.0,7.0,11.0,0.3888888888888889,130.07815529358868,1228.4817333025094,11.0,7.0,4.0,0.6363636363636364,93.12589367483078,1166.3283292556955,21.0,11.0,10.0,0.5238095238095238,2179.4987618047785,40501.676220085545,11.0,5.0,6.0,0.4545454545454545,388.06340015147555,4672.848691597478,92.0,50.0,42.0,0.5434782608695652,81.42721084013856,8326.543553621897,0.0,0.0,0.0,0.0,12012.0,12028.0,12064.0,12075.0,12137.0,12158.0,12175.0,12186.0,12384.0,12469.0,0.08028456975000303,-0.11135373782531355,0.05329985576880107,-0.16953653668042837,0.010389559269812557
