Unnamed: 0,cycle,p_center,p_height,p_width,q_center,q_height,q_width,r_center,r_height,r_width,s_center,s_height,s_width,t_center,t_height,t_width,r_squared,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval,fwhm_p,rise_time_p,decay_time_p,rise_decay_symmetry_p,sharpness_deriv_p,sharpness_diff_p,fwhm_q,rise_time_q,decay_time_q,rise_decay_symmetry_q,sharpness_deriv_q,sharpness_diff_q,fwhm_r,rise_time_r,decay_time_r,rise_decay_symmetry_r,sharpness_deriv_r,sharpness_diff_r,fwhm_s,rise_time_s,decay_time_s,rise_decay_symmetry_s,sharpness_deriv_s,sharpness_diff_s,fwhm_t,rise_time_t,decay_time_t,rise_decay_symmetry_t,sharpness_deriv_t,sharpness_diff_t,Average_Heart_Rate,SDNN,RMSSD,NN50,p_on,p_off,q_on,q_off,r_on,r_off,s_on,s_off,t_on,t_off,sharpness_deriv_p_norm,sharpness_deriv_q_norm,sharpness_deriv_r_norm,sharpness_deriv_s_norm,sharpness_deriv_t_norm
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8408007973747,334.02804052279436,462.2060132647871,400.0,,,,,,,,,,,,,,,
1,1,1890.062661454844,3800.9334657098734,16.807707088871577,2053.87669549928,-3730.393026606568,5.720471408073218,2082.8730188745294,43558.71881445848,8.577851155391931,2105.7807646975525,-13110.8333646161,16.661082842108762,2338.5115599970277,13161.161364876772,28.41413806149492,0.9605284339641554,171.0,130.0,88.0,242.0,330.0,41.0,,,42.0,19.0,23.0,0.4523809523809524,109.6074600851792,4047.80887719166,18.0,11.0,7.0,0.6111111111111112,620.3604491968333,3278.723326170966,22.0,12.0,10.0,0.5454545454545454,2296.3153873273286,27101.098530790652,35.0,10.0,25.0,0.2857142857142857,1268.0052878467257,26017.588957637345,68.0,34.0,34.0,0.5,126.3087618463942,14357.530902279035,0.0,0.0,0.0,0.0,1872.0,1913.0,2043.0,2061.0,2071.0,2093.0,2096.0,2131.0,2305.0,2373.0,0.02883698467074024,-0.16629895155073177,0.0527176980826422,-0.09671431651849495,0.009597083292624521
2,2,2796.189770374211,3034.993591313562,15.726527981952794,2953.87669549928,-4318.786416980032,6.002955168779873,2983.875812490699,49104.7107800999,8.713071558452805,3002.9694911275387,-17051.849696358542,15.28779240518434,3241.808138396544,13326.551937252538,27.72170201482283,0.9571982235328096,172.0,126.0,84.0,248.0,332.0,46.0,906.0,901.0,46.0,24.0,22.0,0.5217391304347826,106.2288019431697,3473.567869201212,17.0,10.0,7.0,0.5882352941176471,644.0204952536093,2756.586178880904,21.0,12.0,9.0,0.5714285714285714,2583.093422814602,28320.139707054594,31.0,6.0,25.0,0.1935483870967742,1766.5716957564894,36236.49720565763,67.0,33.0,34.0,0.4925373134328358,130.58458661622123,14402.649867188898,0.0,0.0,0.0,0.0,2772.0,2818.0,2944.0,2961.0,2972.0,2993.0,2997.0,3028.0,3209.0,3276.0,0.035001326608137345,-0.14912070963304294,0.05260378040677561,-0.10360000394172747,0.00979882772611196
3,3,3793.904069198272,3163.1110202340706,14.046850125859558,3945.301356399425,-4486.984255271022,5.7774113681947155,3973.619353695744,46073.76048912778,8.65186356382213,3995.547965400864,-15973.552413988542,15.28779240518434,4236.657460196832,13111.23081279987,27.556177795997623,0.9502288554111906,158.0,121.0,90.0,246.0,336.0,37.0,1000.0,990.0,45.0,28.0,17.0,0.6222222222222222,90.50381413239758,2848.5116942120076,19.0,13.0,6.0,0.6842105263157895,707.848943672709,3618.380206063407,21.0,12.0,9.0,0.5714285714285714,2488.9921733757533,27037.200890659828,36.0,10.0,26.0,0.2777777777777778,1453.3767586688418,30017.920787494135,70.0,39.0,31.0,0.5571428571428572,138.16855794321006,13445.53919527687,0.0,0.0,0.0,0.0,3774.0,3811.0,3932.0,3951.0,3962.0,3983.0,3987.0,4022.0,4201.0,4268.0,0.028612278719733424,-0.15775605694207046,0.054021901988293125,-0.09098644565726495,0.010538183631724544
4,4,4719.565113210695,2657.0938607868343,13.22288230409576,4875.876695499281,-4599.016995892478,6.220378744124211,4905.1093252241135,44805.59400753388,8.557210399122225,4927.7807646975525,-14321.157240903469,17.718173199902814,5165.232799296688,13035.816540169662,27.357317553648972,0.948565969110016,161.0,127.0,88.0,245.0,333.0,34.0,925.0,931.0,36.0,17.0,19.0,0.4722222222222222,91.15542315536226,2803.2837079490273,18.0,11.0,7.0,0.6111111111111112,650.8334330561738,2403.646421309287,21.0,11.0,10.0,0.5238095238095238,2402.9947185953692,27090.946249529818,36.0,10.0,26.0,0.2777777777777778,1297.0564665470265,28084.67887322379,69.0,35.0,34.0,0.5072463768115942,123.74200442632124,13742.085538126945,0.0,0.0,0.0,0.0,4704.0,4738.0,4865.0,4883.0,4894.0,4915.0,4918.0,4953.0,5130.0,5198.0,0.03430643700647021,-0.14151577035645943,0.05363157819515383,-0.09056924972811764,0.009492462865292114
5,5,5783.97826185214,3591.1610577824604,18.525014955398223,5926.876695499281,-4182.705457824227,5.8753721098671905,5956.856604044783,48822.27249192181,8.737223426648166,5977.198882529205,-16706.88047378419,15.287792405183652,6219.232799296688,13433.25255097078,29.948287975247503,0.9595299778900076,155.0,110.0,85.0,249.0,334.0,45.0,1064.0,1052.0,56.0,31.0,25.0,0.5535714285714286,114.9587350405646,3721.080464178543,17.0,10.0,7.0,0.5882352941176471,658.6909348127954,2884.233026132976,21.0,12.0,9.0,0.5714285714285714,2588.6063940551776,28247.30475789342,33.0,7.0,26.0,0.2121212121212121,1716.2331735258545,35498.47511906013,74.0,40.0,34.0,0.5405405405405406,111.42056526377024,13934.595773013214,0.0,0.0,0.0,0.0,5763.0,5808.0,5918.0,5934.0,5945.0,5966.0,5970.0,6003.0,6181.0,6252.0,0.03201157875986536,-0.15747963643498708,0.053021014015344974,-0.10272612988516337,0.008294384762067042
6,6,6706.847911017262,3393.7137044346473,16.417189491130458,6857.876695499281,-3825.4628719456177,6.275541506683487,6887.402612122257,43155.828122421095,8.679915362016336,6909.547965400861,-14445.884065900113,15.28779240518434,7147.808138396545,13328.54716252484,29.3382879763609,0.9487927476432828,163.0,118.0,89.0,245.0,334.0,45.0,916.0,931.0,45.0,22.0,23.0,0.4888888888888889,114.5621467352162,3739.4056281191906,18.0,11.0,7.0,0.6111111111111112,618.3111826642694,3094.736108306756,21.0,11.0,10.0,0.5238095238095238,2297.4193140802404,27522.357308072835,36.0,9.0,27.0,0.25,1281.5602696863068,27849.714501587023,72.0,38.0,34.0,0.5277777777777778,134.655476635281,14016.805483130596,0.0,0.0,0.0,0.0,6685.0,6730.0,6848.0,6865.0,6876.0,6897.0,6901.0,6937.0,7111.0,7182.0,0.03375716301157493,-0.16163042313093953,0.053235435722913255,-0.08871456145155307,0.010102787272560702
7,7,7618.730615201149,3190.7951425522497,17.844229199693157,7769.876695499281,-4371.024986150589,6.092657890333288,7800.174795119551,46301.76968878283,8.657244576001686,7821.203024969375,-16038.04199906131,15.28779240518434,8061.232799296688,13830.368228834102,28.088351832307833,0.9548442519023922,167.0,118.0,86.0,247.0,333.0,49.0,909.0,912.0,56.0,27.0,29.0,0.4821428571428571,113.673319703983,2819.4337695927043,17.0,10.0,7.0,0.5882352941176471,615.3748924943907,2269.5471530989507,22.0,12.0,10.0,0.5454545454545454,2502.058736703568,27638.47735861808,34.0,8.0,26.0,0.2352941176470588,1583.0884685987626,32855.7969828207,70.0,37.0,33.0,0.5285714285714286,126.38100357568132,14273.449915259976,0.0,0.0,0.0,0.0,7594.0,7643.0,7761.0,7777.0,7789.0,7810.0,7813.0,7847.0,8025.0,8094.0,0.03562538947989563,-0.14078503198773296,0.05403808004577679,-0.09870833788135853,0.009137934831857706
8,8,8543.095930801726,2989.110708259996,18.55404605908427,8707.876695499283,-4252.9017827169955,6.074164486554235,8737.527835139976,46802.711177184145,8.659165635525005,8758.667890226221,-15707.483800431975,15.287792405180548,8995.618261102378,13518.315735091668,29.05111006816522,0.9520134358083328,172.0,118.0,86.0,247.0,333.0,54.0,925.0,938.0,56.0,18.0,38.0,0.3214285714285714,86.75873109416543,2971.7975899856433,18.0,11.0,7.0,0.6111111111111112,663.4323988123317,3031.7788524257585,21.0,12.0,9.0,0.5714285714285714,2496.8244195367797,27627.775682051655,34.0,8.0,26.0,0.2352941176470588,1521.6112316044153,31854.536688957443,70.0,35.0,35.0,0.5,125.27388998518732,14537.032456089217,0.0,0.0,0.0,0.0,8526.0,8580.0,8698.0,8715.0,8726.0,8747.0,8751.0,8784.0,8963.0,9031.0,0.029024930677348154,-0.15599523165768794,0.05334785863332543,-0.09687173648796436,0.009266974706027447
9,9,9411.369913502158,2917.677100416487,18.42229991266568,9579.876695499284,-4053.746154864012,5.999659245688787,9608.780840849182,45587.184958944126,8.612110086407746,9630.630086497842,-13999.421577668518,17.38040181722868,9867.23279929669,13576.000951008413,28.26230218174828,0.9525616932932476,179.0,125.0,88.0,243.0,331.0,54.0,867.0,871.0,56.0,22.0,34.0,0.3928571428571428,110.73135440300024,2492.1246164338163,19.0,12.0,7.0,0.631578947368421,655.5785071610994,3376.0750390554786,21.0,12.0,9.0,0.5714285714285714,2389.459514707547,27283.197809328365,35.0,9.0,26.0,0.2571428571428571,1377.7768963128508,28970.454278909565,68.0,34.0,34.0,0.5,139.36603036146795,14411.730759107037,0.0,0.0,0.0,0.0,9390.0,9444.0,9569.0,9587.0,9597.0,9618.0,9622.0,9657.0,9834.0,9900.0,0.03795188795469991,-0.16172164761093474,0.05241515827001595,-0.0984167016236329,0.01026561730986885
