cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
218,0.8907347887372701,208602.74520345996,4060.2687500607562,2.8027619409504627,16.0,13.0,3.0,0.8125,0.09391773588727485,208590.0,208606.0,208713.32054255978,-3900.2725044263466,7.4740318425345675,17.0,7.0,10.0,0.4117647058823529,-0.07256161660614743,208706.0,208723.0,208749.49040691985,41240.94774713515,5.605523881900925,15.0,8.0,7.0,0.5333333333333333,0.06927771273440449,208741.0,208756.0,208766.02435364202,-10415.639340714402,3.7370159212672838,10.0,4.0,6.0,0.4,-0.2013902940491824,208762.0,208772.0,209002.51509032867,7378.2269037348215,28.027619409504627,66.0,29.0,37.0,0.4393939393939394,0.03815757293286682,208974.0,209040.0,116.0,100.0,66.0,268.0,334.0,16.0,857.0,853.0
219,0.9184831646383992,209462.01918616032,5259.024880127797,11.21104776380185,24.0,13.0,11.0,0.5416666666666666,0.06518239602548641,209449.0,209473.0,209587.09554737562,-2316.093093161908,3.0827277959920876,8.0,4.0,4.0,0.5,-0.32332483444648813,209583.0,209591.0,209611.70145767124,36890.83912077618,6.458576528223656,14.0,7.0,7.0,0.5,0.06988115684301507,209605.0,209619.0,209628.25479654004,-11181.732233235347,2.8027619409504627,13.0,3.0,10.0,0.23076923076923078,-0.19835643813532625,209625.0,209638.0,209869.85750933897,7498.627250109054,34.56739727172237,91.0,51.0,40.0,0.5604395604395604,0.03978722925878861,209819.0,209910.0,134.0,110.0,55.0,272.0,327.0,24.0,858.0,862.0
220,0.8798674998826407,210293.27003797097,3019.8758084579954,5.605523881900925,16.0,6.0,10.0,0.375,0.12118812162016644,210287.0,210303.0,210394.49040691985,-4158.477155792404,5.605523881900925,75.0,68.0,7.0,0.9066666666666666,-0.07441474827538527,210333.0,210401.0,210430.40547473982,36137.9747225118,6.359321989466946,15.0,7.0,8.0,0.4666666666666667,0.0710181477368756,210423.0,210438.0,210447.25479654004,-12919.993262789543,2.8027619409504627,10.0,3.0,7.0,0.3,-0.16605161148481273,210444.0,210454.0,210695.70683113925,7396.21571242203,25.224857468554166,80.0,50.0,30.0,0.625,0.03929076127870401,210647.0,210725.0,46.0,30.0,121.0,271.0,392.0,16.0,832.0,819.0
221,0.9140010790926313,211087.32939900228,5519.636774838394,8.408285822851388,23.0,14.0,9.0,0.6086956521739131,0.062439671997763214,211073.0,211096.0,211203.74520345996,-3729.4999482344438,2.8027619409504627,69.0,66.0,3.0,0.9565217391304348,-0.09333139232821334,211138.0,211207.0,211237.49040691985,40714.73943853123,5.605523881900925,15.0,8.0,7.0,0.5333333333333333,0.0696920213871998,211229.0,211244.0,211254.33972871976,-12487.7812656552,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.1784293155786557,211250.0,211261.0,211482.09311971872,7682.183431850906,42.1400387038022,100.0,46.0,54.0,0.46,0.043809314103913484,211440.0,211535.0,65.0,42.0,123.0,274.0,397.0,23.0,794.0,807.0
222,0.9173814531743497,211851.67945740532,6073.151737124727,7.4740318425345675,33.0,10.0,23.0,0.30303030303030304,0.0660417963873903,211843.0,211860.0,211958.0657460197,-2785.577496489425,10.27679378348503,34.0,21.0,13.0,0.6176470588235294,-0.10979536972734252,211937.0,211970.0,211998.40547473982,39301.79326827159,6.539777862217747,16.0,8.0,8.0,0.5,0.0703779054834148,211990.0,212006.0,212014.66027127992,-12852.38390640489,3.7370159212672838,12.0,4.0,8.0,0.3333333333333333,-0.18075001144333347,212011.0,212023.0,212254.02737369903,8881.622119467782,32.69888931108873,92.0,53.0,39.0,0.5760869565217391,0.04282734469248584,212203.0,212292.0,94.0,77.0,86.0,269.0,355.0,17.0,764.0,761.0
223,0.8872210311782421,213262.24322461576,2771.3771315280533,8.36670221842189,24.0,9.0,15.0,0.375,0.11317109325702217,213253.0,213277.0,213378.74520345996,-4667.319955953891,2.8027619409504627,17.0,14.0,3.0,0.8235294117647058,-0.20351056046297805,213365.0,213382.0,213402.49040691985,39639.92800962732,5.605523881900925,15.0,8.0,7.0,0.5333333333333333,0.06861165797835748,213394.0,213409.0,213418.66027127992,-10866.16273300405,3.7370159212672838,12.0,4.0,8.0,0.3333333333333333,-0.18976063237938956,213415.0,213427.0,213653.02737369903,7929.707324573922,31.50671804375165,84.0,45.0,39.0,0.5357142857142857,0.038887485271242056,213621.0,213691.0,112.0,88.0,62.0,264.0,326.0,24.0,1412.0,1404.0
224,0.813890040516413,214065.81094947964,3756.692458565412,11.335326880556199,29.0,14.0,15.0,0.4827586206896552,0.06527831971294819,214052.0,214081.0,214185.83013563996,-3791.557773390804,1.8121603130259958,12.0,10.0,2.0,0.8333333333333334,-0.28122853186603364,214176.0,214188.0,214207.40547473982,40562.67989329171,6.408507986378987,16.0,8.0,8.0,0.5,0.06973816997694478,214200.0,214215.0,214223.8960653848,-10242.858739997646,2.8027619409504627,11.0,3.0,8.0,0.2727272727272727,-0.21710083938398878,214221.0,214232.0,214441.40605958545,8940.379466096707,8.408285822851388,25.0,16.0,9.0,0.64,0.053428630319500965,214425.0,214450.0,124.0,95.0,56.0,218.0,274.0,29.0,804.0,805.0
225,0.8879460749830579,214973.55355511027,5021.169250583757,7.4740318425345675,21.0,10.0,11.0,0.47619047619047616,0.0698085198653278,214965.0,214985.0,215075.83013563996,-2745.8556360924076,1.8685079606336419,12.0,10.0,2.0,0.8333333333333334,-0.12819424920573408,215066.0,215078.0,215114.40547473982,33902.00696048089,6.539777862217747,16.0,7.0,9.0,0.4375,0.07200624529187721,215107.0,215122.0,215131.25479654004,-12659.965153959352,2.8027619409504627,11.0,3.0,8.0,0.2727272727272727,-0.1655951882550512,215128.0,215139.0,215366.12330450068,6967.23020100946,23.356349507920523,90.0,41.0,49.0,0.45555555555555555,0.06813498975357864,215339.0,215410.0,101.0,81.0,73.0,271.0,344.0,20.0,906.0,907.0
226,0.883341788035124,215831.49040691985,3614.9653442753906,5.605523881899147,15.0,8.0,7.0,0.5333333333333333,0.10481801224414265,215823.0,215838.0,215934.89588165964,-2481.166910882128,9.937065063376009,47.0,33.0,14.0,0.7021276595744681,-0.1256868509459802,215902.0,215949.0,215968.49040691985,39399.402205325925,5.605523881900417,15.0,8.0,7.0,0.5333333333333333,0.06996701360978136,215960.0,215975.0,215985.2770216892,-10709.075961145005,3.73701592126727,10.0,4.0,6.0,0.4,-0.19694344138567574,215981.0,215991.0,216218.83045512252,7578.630866360437,28.027619409504627,73.0,30.0,43.0,0.410958904109589,0.04851576624141615,216190.0,216255.0,79.0,64.0,89.0,264.0,353.0,15.0,859.0,854.0
227,0.9267872914667815,216737.32054255978,3779.497892695409,7.419165879184715,28.0,19.0,9.0,0.6785714285714286,0.10006444855255375,216718.0,216746.0,216834.16986436004,-4147.481641253644,1.8685079606336419,7.0,2.0,5.0,0.2857142857142857,-0.10156784950584562,216832.0,216839.0,216869.70525703247,39060.74137803184,6.539777862217747,15.0,8.0,7.0,0.5333333333333333,0.06838771049986167,216862.0,216877.0,216886.72778049373,-11486.32878923475,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.19097793386279657,216883.0,216894.0,217119.26298407876,6201.454484103308,39.08868525309129,106.0,52.0,54.0,0.49056603773584906,0.05361420269010623,217079.0,217171.0,114.0,86.0,62.0,277.0,339.0,28.0,906.0,901.0
228,0.8883098256430981,217542.59452526018,2832.6284716923465,5.975613026392037,18.0,8.0,10.0,0.4444444444444444,0.11002661002898564,217535.0,217552.0,217644.64108511957,-4119.224367692357,14.948063685069135,66.0,48.0,18.0,0.7272727272727273,-0.06903117446803192,217597.0,217662.0,217681.40758604303,33960.228251782486,6.539777862217747,16.0,7.0,9.0,0.4375,0.07719763918473417,217674.0,217689.0,217698.33972872008,-14854.626764848448,3.7370159212672838,13.0,4.0,9.0,0.3076923076923077,-0.14854309264687782,217694.0,217707.0,217940.04655985936,8214.52374047283,21.48784154728688,60.0,35.0,25.0,0.5833333333333334,0.03468582622786252,217906.0,217965.0,62.0,45.0,110.0,258.0,368.0,17.0,804.0,812.0
229,0.8992698479213762,218355.42466089243,3973.079148032773,4.671269901584105,14.0,5.0,9.0,0.35714285714285715,0.10858019535431,218350.0,218364.0,218464.31005395824,-4101.028267786304,3.7370159212672824,11.0,4.0,7.0,0.36363636363636365,-0.20541422686116437,218460.0,218471.0,218490.40547473982,37976.66129903685,6.5397778621833975,16.0,8.0,8.0,0.5,0.07097001731252353,218483.0,218498.0,218507.33972855657,-11284.206183575236,3.7370159212672824,12.0,4.0,8.0,0.3333333333333333,-0.19566265410563563,218503.0,218515.0,218753.70683113925,8407.985872307985,25.224857468553715,83.0,54.0,29.0,0.6506024096385542,0.044799971746940476,218714.0,218783.0,110.0,96.0,55.0,268.0,323.0,14.0,813.0,809.0
230,0.8646140412565906,219177.66027127992,4630.142112201366,3.7370159212672838,18.0,14.0,4.0,0.7777777777777778,0.07765293909837145,219164.0,219182.0,219272.4246609001,-3053.5405213996364,4.671269901584105,25.0,5.0,20.0,0.2,-0.0833700250559805,219267.0,219292.0,219310.40547473982,36032.432791579326,6.539777862217747,15.0,7.0,8.0,0.4666666666666667,0.07352740904796598,219303.0,219318.0,219327.33972872008,-13647.831338713944,3.7370159212672838,12.0,4.0,8.0,0.3333333333333333,-0.16172169858657268,219323.0,219335.0,219583.1314920394,7312.296822877602,20.55358756697006,90.0,65.0,25.0,0.7222222222222222,0.04668365551111986,219521.0,219607.0,103.0,85.0,68.0,272.0,340.0,18.0,823.0,820.0
231,0.9312394084157436,219920.4246577547,3935.5085043285612,4.671269901584105,13.0,5.0,8.0,0.38461538461538464,0.09582586042327233,219915.0,219928.0,220027.74520345996,-2775.866588202209,2.8027619409504627,12.0,9.0,3.0,0.75,-0.10445401676085769,220019.0,220031.0,220065.42041374132,35851.43285976747,6.539777862217631,16.0,8.0,8.0,0.5,0.07386923776593671,220057.0,220073.0,220082.33972871944,-14639.762337019023,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.15845823402244627,220078.0,220089.0,220309.17805189872,8129.4350126197405,40.315830748484615,103.0,53.0,50.0,0.5145631067961165,0.03904432178986675,220262.0,220358.0,104.0,91.0,70.0,269.0,339.0,13.0,742.0,755.0
232,0.9294208770269384,220782.49040691985,4154.403500954055,5.605523881900495,19.0,12.0,7.0,0.631578947368421,0.11087780076929696,220774.0,220789.0,220892.32054255978,-3657.754766710977,6.115116962077182,29.0,20.0,9.0,0.6896551724137931,-0.17647180978883487,220872.0,220901.0,220919.40547473982,40008.36607095643,6.431618672737108,16.0,8.0,8.0,0.5,0.06991140018062789,220911.0,220927.0,220935.25479654004,-9992.263630868372,2.8027619409504614,11.0,3.0,8.0,0.2727272727272727,-0.22006038313775872,220932.0,220943.0,221169.64255572617,8129.182521396614,32.69888931108781,86.0,43.0,43.0,0.5,0.04114424651329493,221133.0,221206.0,98.0,83.0,71.0,263.0,334.0,15.0,863.0,854.0
233,0.8738321006525642,221755.64108511957,4173.005011052924,14.720233890572276,32.0,15.0,17.0,0.46875,0.06070950593953518,221741.0,221773.0,221857.83013563996,-1859.1402061218078,1.8685079606332278,10.0,8.0,2.0,0.8,-0.21439250533943605,221850.0,221860.0,221894.40547473988,36828.315266160105,6.539777862069324,17.0,8.0,9.0,0.47058823529411764,0.06974600234217464,221886.0,221902.0,221911.25479653958,-11289.38157765743,2.8027619409504583,10.0,3.0,7.0,0.3,-0.18999381849286223,221908.0,221918.0,222166.87669549932,7821.172699483158,23.35634950791899,98.0,68.0,30.0,0.6938775510204082,0.04878115141374646,222106.0,222194.0,109.0,77.0,68.0,276.0,344.0,32.0,974.0,975.0
234,0.9090135372058022,222621.25479654004,4704.953145046599,2.8027619409504627,9.0,3.0,6.0,0.3333333333333333,0.11287434222638701,222618.0,222627.0,222756.83013563996,-3221.554300305389,1.8685079606336419,10.0,8.0,2.0,0.8,-0.30174076427988294,222749.0,222759.0,222779.40547473982,37649.08807582068,6.539777862216458,16.0,8.0,8.0,0.5,0.06994500160288931,222772.0,222787.0,222795.81352941872,-11063.04202969497,2.8027619409504627,9.0,3.0,6.0,0.3333333333333333,-0.2003151852826936,222793.0,222802.0,223028.1207748271,8117.483249855356,34.56739727172237,83.0,37.0,46.0,0.4457831325301205,0.0348986786663367,222991.0,223074.0,131.0,122.0,53.0,272.0,325.0,9.0,864.0,885.0
235,0.9149537753536959,223537.50959308015,4838.2773821187475,5.605523881900925,17.0,7.0,10.0,0.4117647058823529,0.06936444023373135,223531.0,223548.0,223655.25479654004,-2899.266509833035,2.8027619409504627,10.0,3.0,7.0,0.3,-0.24251129756681233,223652.0,223662.0,223682.40547474092,39345.00223831864,6.539777862199778,16.0,8.0,8.0,0.5,0.06802144672691313,223674.0,223690.0,223699.82940224194,-11266.330254288825,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.1905319091272256,223696.0,223707.0,223942.942441519,7567.064496399461,33.63314329140555,94.0,55.0,39.0,0.5851063829787234,0.037769631857975446,223890.0,223982.0,121.0,104.0,55.0,275.0,330.0,17.0,916.0,903.0
236,0.8578896189312534,224388.98081383968,2781.3476904130334,9.172675443110608,27.0,13.0,14.0,0.48148148148148145,0.10234475279657848,224376.0,224402.0,224494.15067819975,-3701.9574424233115,9.342539803123648,30.0,15.0,15.0,0.5,-0.08417667285465266,224485.0,224509.0,224529.49040691985,36514.43354037871,5.605523881900925,15.0,8.0,7.0,0.5333333333333333,0.07613044327787474,224522.0,224536.0,224547.02484411412,-13402.840454577634,4.671269901584105,13.0,5.0,8.0,0.38461538461538464,-0.1532122827689421,224542.0,224555.0,224797.1314920394,7344.380747165457,20.55358756697006,88.0,60.0,28.0,0.6818181818181818,0.04291232863016007,224742.0,224821.0,109.0,83.0,70.0,266.0,336.0,26.0,853.0,847.0
237,0.9146693428540509,225267.0657460197,3297.617294514554,9.404859283865514,25.0,13.0,12.0,0.52,0.10841115318158139,225254.0,225279.0,225379.74520345996,-3684.3639342127894,2.8027619409504623,25.0,22.0,3.0,0.88,-0.27444039062649184,225358.0,225383.0,225402.40547473982,39896.31750267543,6.539777862207056,16.0,8.0,8.0,0.5,0.06949900329748833,225394.0,225410.0,225418.90939155573,-10695.00921570673,2.8027619409504627,9.0,3.0,6.0,0.3333333333333333,-0.205254049876614,225416.0,225425.0,225660.11230587904,7978.590754260866,31.764635330771913,108.0,67.0,41.0,0.6203703703703703,0.06666051758592324,225614.0,225697.0,104.0,79.0,67.0,272.0,339.0,25.0,878.0,873.0
238,0.8745962816088528,226195.0657460197,4449.4964205021915,10.27679378348233,41.0,29.0,12.0,0.7073170731707317,0.07848081806283287,226166.0,226207.0,226296.16986436004,-1886.6770714134996,1.8685079606333779,7.0,2.0,5.0,0.2857142857142857,-0.1915313742735014,226294.0,226301.0,226328.32054256555,37240.98535268389,6.751258326908817,17.0,8.0,9.0,0.47058823529411764,0.0697295703177496,226320.0,226337.0,226345.00978403425,-11053.641615540166,2.802761940950365,11.0,3.0,8.0,0.2727272727272727,-0.19585479202283565,226342.0,226353.0,226576.95344014064,9402.912718889538,21.487841547284024,114.0,60.0,54.0,0.5263157894736842,0.05290110464391517,226552.0,226627.0,128.0,87.0,59.0,274.0,333.0,41.0,928.0,926.0
239,0.9082417829502268,227020.49040691985,2841.539076664066,5.605523881900925,23.0,15.0,8.0,0.6521739130434783,0.11187233670513694,227005.0,227027.0,227115.7260172996,-3648.8043735971455,14.013809704752314,88.0,72.0,16.0,0.8181818181818182,-0.06741961760622878,227061.0,227132.0,227152.40547473982,36735.027809512845,6.539777862217747,16.0,8.0,8.0,0.5,0.07318811757162316,227145.0,227160.0,227169.66027127992,-12547.28460817676,3.7370159212672838,12.0,4.0,8.0,0.3333333333333333,-0.1690730662936175,227166.0,227178.0,227401.51778061886,7004.178535734239,34.22916503920779,88.0,44.0,44.0,0.5,0.046957491019852644,227363.0,227446.0,56.0,34.0,117.0,268.0,385.0,22.0,825.0,824.0
240,0.8701285127999827,227859.83013563996,3907.0602741087832,1.8685079606336419,23.0,21.0,2.0,0.9130434782608695,0.0903419189171751,227839.0,227862.0,227952.32054255978,-3906.697023820077,7.4740318425345675,45.0,30.0,15.0,0.6666666666666666,-0.08594123144567421,227945.0,227965.0,227988.49040691985,43544.321334503235,5.605523881900925,15.0,8.0,7.0,0.5333333333333333,0.06918328024000463,227980.0,227995.0,228004.25479654004,-10839.00041503175,2.8027619409504627,12.0,3.0,9.0,0.25,-0.20787879765330644,228001.0,228013.0,228256.70683113925,8144.58303145649,25.224857468554166,92.0,61.0,31.0,0.6630434782608695,0.039986566946550305,228208.0,228286.0,106.0,83.0,68.0,273.0,341.0,23.0,839.0,836.0
241,0.8711678920318426,228697.83013563996,3525.146289664716,1.8685079606336419,12.0,10.0,2.0,0.8333333333333334,0.11005395409817532,228688.0,228700.0,228786.0657460197,-3500.494477155734,10.27679378348503,58.0,42.0,16.0,0.7241379310344828,-0.10153759536060948,228744.0,228798.0,228824.50342254003,33271.91305571894,6.48937835809853,15.0,8.0,7.0,0.5333333333333333,0.07168042048599707,228817.0,228832.0,228841.25479654004,-14913.298245658378,2.8027619409504627,11.0,3.0,8.0,0.2727272727272727,-0.1509894780831695,228838.0,228849.0,229087.36710241914,6904.131892784385,28.96187338982145,112.0,71.0,41.0,0.6339285714285714,0.06867050389089537,229031.0,229121.0,56.0,44.0,105.0,272.0,377.0,12.0,838.0,836.0
242,0.8797213026705194,229541.23561037978,3764.640704092478,7.811212695003168,19.0,8.0,11.0,0.42105263157894735,0.10806156600304552,229533.0,229552.0,229645.83013563996,-3459.436139949612,1.8685079606336419,6.0,4.0,2.0,0.6666666666666666,-0.17617090328442925,229642.0,229648.0,229677.40547473982,38875.48018480061,6.468055718029379,16.0,8.0,8.0,0.5,0.06996363266647157,229669.0,229685.0,229692.8993382346,-10995.78812366181,2.8027619409504627,12.0,3.0,9.0,0.25,-0.20763591619669514,229690.0,229702.0,229946.04655985936,8756.52912792358,21.48784154728688,91.0,65.0,26.0,0.7142857142857143,0.04673058435083341,229886.0,229971.0,109.0,90.0,60.0,269.0,329.0,19.0,844.0,853.0
243,0.9166059930861493,230484.89588165964,3796.141844445707,12.145301744118617,32.0,14.0,18.0,0.4375,0.0983026406484882,230473.0,230503.0,230585.33972872008,-3827.0930630315665,3.7370159212672838,14.0,4.0,10.0,0.2857142857142857,-0.10355182268071729,230581.0,230595.0,230626.40547473982,37382.31028137079,6.539777862217747,16.0,8.0,8.0,0.5,0.06748873329490902,230618.0,230634.0,230642.74520345996,-12010.679825626758,2.8027619409504627,9.0,3.0,6.0,0.3333333333333333,-0.18276320992895917,230640.0,230649.0,230882.6876449789,6609.847911898275,36.43590523235602,107.0,60.0,47.0,0.5607476635514018,0.03505250147134252,230825.0,230925.0,108.0,78.0,68.0,276.0,344.0,30.0,944.0,949.0
244,0.8214278244162012,231341.4246609001,2638.9351974088386,4.671269901584105,10.0,5.0,5.0,0.5,0.09818007185976116,231336.0,231346.0,231460.74520345996,-4074.043423202272,2.790318055779779,11.0,8.0,3.0,0.7272727272727273,-0.24112253766685085,231453.0,231464.0,231483.49040691985,37037.175384008224,5.605523881821382,16.0,8.0,8.0,0.5,0.07319641128182697,231475.0,231490.0,231505.66027127992,-17791.48577367363,3.7370159212666327,13.0,9.0,4.0,0.6923076923076923,-0.10903049637137316,231497.0,231510.0,231752.21642421943,7294.134301875812,19.619333586652967,86.0,62.0,24.0,0.7209302325581395,0.03843895451078997,231703.0,231775.0,117.0,107.0,57.0,265.0,322.0,10.0,855.0,857.0
245,0.9353056332961716,232270.89588165964,4879.268028152015,12.14530174411867,44.0,29.0,15.0,0.6590909090909091,0.06899922641428931,232242.0,232285.0,232381.16986436004,-2236.4082556074222,1.8685079606336419,5.0,2.0,3.0,0.4,-0.33392362149352156,232379.0,232384.0,232407.40547473982,42899.4375494569,6.539777862217747,15.0,7.0,8.0,0.4666666666666667,0.06741803823890756,232400.0,232415.0,232423.8136413099,-8580.421831177156,2.8027619409504627,9.0,3.0,6.0,0.3333333333333333,-0.26868203522898887,232421.0,232430.0,232658.3848168115,9165.079452894557,38.30441319298966,98.0,47.0,51.0,0.47959183673469385,0.04754525786924676,232616.0,232707.0,137.0,94.0,51.0,277.0,328.0,43.0,931.0,924.0
246,0.8406793723136101,233924.33972872008,3159.9996037624255,3.7370159212672838,14.0,4.0,10.0,0.2857142857142857,0.12234923310360114,233920.0,233934.0,234043.3862885795,-3282.5848263121893,17.750825626019594,50.0,28.0,22.0,0.56,-0.0914478869626257,234016.0,234064.0,234085.40547473982,37190.91872459357,6.539777861016507,15.0,7.0,8.0,0.4666666666666667,0.07012020700991715,234078.0,234093.0,234102.20797056434,-12074.435956355554,2.8027619409504627,10.0,3.0,7.0,0.3,-0.18290057152132363,234099.0,234109.0,234357.4712207595,9006.310870800156,16.816571645702776,73.0,52.0,21.0,0.7123287671232876,0.03512010554466209,234305.0,234377.0,96.0,82.0,93.0,268.0,361.0,14.0,1652.0,1678.0
247,0.9299243301804263,234813.23561037978,4621.178194921033,7.616755298933878,25.0,15.0,10.0,0.6,0.08816574324356756,234801.0,234823.0,234916.66027127992,-4155.128862237803,3.7370159212672838,13.0,9.0,4.0,0.6923076923076923,-0.1153793710847329,234908.0,234921.0,234949.40547473982,40399.650179710625,6.500083002228811,16.0,8.0,8.0,0.5,0.06897248558603636,234941.0,234957.0,234965.89672327423,-11500.337095206776,3.7370159212672838,12.0,4.0,8.0,0.3333333333333333,-0.19908102792001567,234962.0,234974.0,235204.942441519,7726.490328712578,33.63314329140555,73.0,33.0,40.0,0.4520547945205479,0.05045896713956068,235172.0,235245.0,107.0,85.0,66.0,271.0,337.0,22.0,890.0,864.0
248,0.9078380238726113,236555.66027127992,3330.2757473656566,3.7370159212672838,37.0,33.0,4.0,0.8918918918918919,0.11263059584913139,236523.0,236560.0,236641.33972872008,-3312.3302900993617,3.7370159212672838,10.0,4.0,6.0,0.4,-0.09196676611504116,236637.0,236647.0,236682.40547473982,37316.99144654952,6.539777862217747,17.0,8.0,9.0,0.47058823529411764,0.07133744988373965,236675.0,236690.0,236699.25479654004,-11195.068270638345,2.8027619409504627,12.0,3.0,9.0,0.25,-0.1932139341397856,236696.0,236708.0,236940.942441519,7249.728298810208,32.94796907804904,87.0,46.0,41.0,0.5287356321839081,0.04159552101168241,236896.0,236980.0,114.0,77.0,71.0,272.0,343.0,37.0,1742.0,1733.0
249,0.9232608064542351,237512.81094947964,4207.280695269664,11.104818071456696,29.0,14.0,15.0,0.4827586206896552,0.05675843888781477,237500.0,237528.0,237613.50959308015,-2800.6687455592146,5.605523881900925,15.0,7.0,8.0,0.4666666666666667,-0.11794952281849266,237607.0,237620.0,237649.45885364918,36853.8851726211,6.8526693573042605,17.0,8.0,9.0,0.47058823529411764,0.06971070856388219,237642.0,237658.0,237666.70380224803,-11557.571971863885,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.18440611595094256,237663.0,237674.0,237910.85750933897,7208.398496191563,34.56739727172237,89.0,49.0,40.0,0.550561797752809,0.05015249832674105,237862.0,237951.0,107.0,79.0,67.0,277.0,344.0,28.0,958.0,967.0
250,0.8370054606247821,238342.25479654004,3411.907337445879,2.802761940950457,18.0,3.0,15.0,0.16666666666666666,0.1325287838657091,238339.0,238357.0,238450.25479654004,-4986.1565552217535,2.802761940950449,14.0,3.0,11.0,0.21428571428571427,-0.07843212695739404,238447.0,238461.0,238491.40547473982,35413.152923793954,6.539777862213729,16.0,8.0,8.0,0.5,0.07178887789403623,238483.0,238499.0,238507.75349947566,-13322.726023030324,3.7370159212672838,10.0,4.0,6.0,0.4,-0.1639616217867512,238504.0,238514.0,238762.30135639946,8224.11479793991,18.6850796063364,93.0,65.0,28.0,0.6989247311827957,0.03768664792041721,238704.0,238784.0,108.0,90.0,67.0,270.0,337.0,18.0,828.0,842.0
251,0.9090022202026131,239178.7260172996,3106.9173799049954,11.592855133919118,33.0,17.0,16.0,0.5151515151515151,0.11234465617002352,239163.0,239195.0,239295.66027127992,-3659.141706574526,3.320213610160116,9.0,5.0,4.0,0.5555555555555556,-0.27320343011998105,239291.0,239300.0,239319.40547473982,39901.60445518755,6.539777862217747,17.0,9.0,8.0,0.5294117647058824,0.07039085850055972,239311.0,239327.0,239336.25479654004,-12344.077548383848,2.8027619409504627,10.0,3.0,7.0,0.3,-0.18662479714168392,239333.0,239343.0,239582.53696677918,8266.725384655787,27.093365429187806,86.0,54.0,32.0,0.627906976744186,0.03533865955818489,239529.0,239614.0,128.0,96.0,52.0,271.0,323.0,32.0,838.0,828.0
252,0.8390878673188435,240038.25479654004,3853.223041101207,2.8027619409504627,10.0,3.0,7.0,0.3,0.10005380886277572,240035.0,240045.0,240135.4712207595,-2869.6466194145164,16.816571645702776,42.0,22.0,20.0,0.5238095238095238,-0.08293483928140949,240113.0,240155.0,240175.40547473982,35879.6869571627,6.539777862217747,16.0,8.0,8.0,0.5,0.07232938746951133,240167.0,240183.0,240192.3397287006,-14756.469390580643,3.7370159212672838,11.0,4.0,7.0,0.36363636363636365,-0.1506967712462581,240188.0,240199.0,240425.44384706047,7422.213038570155,15.882317665385957,93.0,44.0,49.0,0.4731182795698925,0.049006771700669916,240407.0,240468.0,78.0,68.0,86.0,269.0,355.0,10.0,858.0,856.0
253,0.912235728981251,240828.98081383968,3421.437163923691,9.739740447931013,29.0,15.0,14.0,0.5172413793103449,0.06726528485313987,240816.0,240842.0,240932.15067819975,-3102.4262919324324,9.34253980316821,23.0,9.0,14.0,0.391304347826087,-0.1042940913936894,240923.0,240943.0,240967.40547473982,36041.89394575944,6.539777862217747,16.0,8.0,8.0,0.5,0.07375903239251798,240960.0,240975.0,240984.73693674797,-13106.623903842772,3.7370159212672838,10.0,4.0,6.0,0.4,-0.16935326934470926,240981.0,240991.0,241220.2821702391,8520.073480504012,29.89612737013827,84.0,43.0,41.0,0.5119047619047619,0.035697454958244265,241177.0,241255.0,107.0,81.0,68.0,264.0,332.0,26.0,792.0,792.0
254,0.896225976565742,241653.32054255978,3179.043255276429,7.4740318425345675,26.0,13.0,13.0,0.5,0.11523116553370354,241646.0,241666.0,241752.25479654004,-4368.591168493857,2.8027619409504627,23.0,3.0,20.0,0.13043478260869565,-0.08381974075798196,241749.0,241772.0,241791.40547473982,40091.87807441426,6.539777862217747,16.0,8.0,8.0,0.5,0.07028121239997176,241783.0,241799.0,241808.6436189235,-11012.752638448284,4.671269901584105,12.0,5.0,7.0,0.4166666666666667,-0.18676141468980584,241804.0,241816.0,242061.96162767932,8650.016379237033,22.4220955276037,83.0,57.0,26.0,0.6867469879518072,0.03331134679065358,242006.0,242088.0,103.0,83.0,67.0,272.0,339.0,20.0,824.0,824.0
